agent,ipsource,ipdestination,tcpsourceport,tcpdestinationport,bytes,rate(bytes)
67.58.51.234,10.244.206.175,10.244.43.101,TCP:37558,TCP:6802,719240000,11987300
169.228.132.14,199.109.80.16,10.244.210.221,169.228.132.14,10.244.155.223,TCP:8080,TCP:56568,kraken,kraken-origin-696757d685-b9zkm,main,kraken,kraken-agent-4svc8,main,719160000,11986000
67.58.51.236,10.244.4.218,10.244.149.211,TCP:41026,TCP:6802,718895000,11981600
67.58.51.61,128.114.109.74,10.244.107.23,67.58.51.61,10.244.211.0,TCP:6801,TCP:53756,rook,rook-ceph-osd-41-5d99445cfd-b9fnq,osd,_,_,_,718544000,11975700
171.66.4.10,171.66.4.10,10.244.88.16,192.154.2.253,10.244.90.96,TCP:6808,TCP:39520,rook,rook-ceph-osd-174-68cc86bf75-9klmr,osd,rook,rook-ceph-osd-84-7d6d64f979-zz254,osd,718400000,11973300
192.154.2.254,192.154.2.254,10.244.33.15,198.17.101.46,10.244.1.28,TCP:47646,TCP:6808,rook,rook-ceph-osd-142-7f97ff6d58-whh6n,osd,rook,rook-ceph-osd-122-6976b49fcd-zj7wl,osd,718400000,11973300
67.58.50.67,130.191.49.222,10.244.18.54,67.58.50.67,10.244.16.14,TCP:46000,TCP:6802,rook,rook-ceph-osd-50-75f96b4cc6-vwwqm,osd,rook,rook-ceph-osd-99-8497b6d69f-x7nqb,osd,717142000,11952400
67.58.51.248,10.244.43.101,10.244.4.218,TCP:34738,TCP:6802,716830000,11947200
67.58.51.233,10.244.179.251,67.58.51.233,TCP:6801,TCP:33250,716800000,11946700
67.58.51.230,10.244.156.249,67.58.51.230,TCP:6801,TCP:53566,716800000,11946700
67.58.51.236,10.244.129.197,67.58.51.236,TCP:6801,TCP:59640,716800000,11946700
67.58.51.233,10.244.1.231,67.58.51.233,TCP:6801,TCP:37486,716800000,11946700
67.58.51.233,10.244.213.2,67.58.51.233,TCP:6801,TCP:43022,716800000,11946700
67.58.51.244,10.244.56.177,10.244.113.27,TCP:6802,TCP:50616,716280000,11938000
138.23.104.66,130.191.49.222,10.244.18.2,138.23.104.66,10.244.15.62,TCP:6802,TCP:59428,rook,rook-ceph-osd-32-7689f9ffdd-vjcgw,osd,rook,rook-ceph-osd-191-6759ffcdc6-jmcm4,osd,715520000,11925300
138.23.104.66,128.111.68.131,10.244.87.53,138.23.104.66,10.244.15.62,TCP:50376,TCP:6808,rook,rook-ceph-osd-36-c7d586554-lb2c5,osd,rook,rook-ceph-osd-191-6759ffcdc6-jmcm4,osd,715520000,11925300
128.114.109.70,192.154.2.253,10.244.90.112,128.114.109.70,10.244.10.33,TCP:47134,TCP:6808,rook,rook-ceph-osd-73-78b9fb5fcf-22rcf,osd,rook,rook-ceph-osd-8-fdc94bd89-2nw8b,osd,715520000,11925300
171.66.4.11,67.58.50.67,10.244.16.14,171.66.4.11,10.244.90.177,TCP:52378,TCP:6802,rook,rook-ceph-osd-99-8497b6d69f-x7nqb,osd,rook,rook-ceph-osd-161-665fd8cf95-9zjh4,osd,715520000,11925300
138.23.104.66,192.154.2.253,10.244.90.80,138.23.104.66,10.244.15.39,TCP:6802,TCP:44712,rook,rook-ceph-osd-78-6984dbcb6-vdfkn,osd,rook,rook-ceph-osd-198-55b5b69c8f-x8w2x,osd,715520000,11925300
67.58.51.245,10.244.1.231,10.244.113.27,TCP:43008,TCP:6802,715360000,11922700
67.58.51.245,10.244.179.251,10.244.1.231,TCP:52896,TCP:6802,715240000,11920700
128.114.109.70,10.244.71.175,10.244.10.57,TCP:35270,TCP:6802,714720000,11912000
192.154.2.254,10.244.90.82,10.244.33.60,TCP:6802,TCP:36822,714720000,11912000
67.58.51.227,10.244.1.231,67.58.51.227,TCP:6801,TCP:40082,713694000,11894900
67.58.51.227,10.244.137.22,67.58.51.232,TCP:6801,TCP:49474,713688000,11894800
67.58.51.226,10.244.73.230,67.58.51.226,TCP:6801,TCP:41042,713682000,11894700
67.58.51.226,10.244.53.157,67.58.51.226,TCP:6801,TCP:33750,713682000,11894700
67.58.51.226,10.244.156.249,67.58.51.226,TCP:6801,TCP:56438,713682000,11894700
67.58.51.229,10.244.156.249,67.58.51.229,TCP:6801,TCP:34068,713680000,11894700
67.58.51.247,10.244.194.68,67.58.51.230,TCP:6801,TCP:40472,713680000,11894700
67.58.51.240,10.244.217.218,67.58.51.232,TCP:6801,TCP:56008,713680000,11894700
67.58.51.237,10.244.113.27,10.244.179.251,TCP:6802,TCP:42870,710740000,11845700
67.58.51.240,10.244.194.68,67.58.51.240,TCP:6801,TCP:47644,706350000,11772500
67.58.51.245,10.244.194.68,10.244.1.231,TCP:40262,TCP:6802,704980000,11749700
67.58.51.244,10.244.113.27,10.244.159.219,TCP:44488,TCP:6802,700220000,11670300
67.58.51.247,10.244.194.68,10.244.73.230,TCP:51238,TCP:6802,674910000,11248500
67.58.51.231,10.244.158.219,10.244.156.249,TCP:50712,TCP:6802,672790000,11213200
164.58.250.10,199.109.80.16,10.244.210.221,164.58.250.10,10.244.6.198,TCP:59088,TCP:80,kraken,kraken-origin-696757d685-b9zkm,main,kraken,kraken-origin-696757d685-2zmp9,main,669129000,11152200
67.58.51.233,10.244.167.177,10.244.158.219,TCP:6802,TCP:51968,665760000,11096000
67.58.51.234,10.244.43.101,10.244.194.68,TCP:52184,TCP:6802,662760000,11046000
67.58.51.234,10.244.43.101,10.244.113.27,TCP:6802,TCP:39344,661070000,11017800
67.58.51.234,10.244.113.27,10.244.43.101,TCP:39344,TCP:6802,652180000,10869700
67.58.51.235,10.244.129.197,10.244.194.68,TCP:6802,TCP:55292,650980000,10849700
67.58.51.243,10.244.213.2,10.244.73.230,TCP:34172,TCP:6802,649060000,10817700
67.58.51.233,10.244.213.2,10.244.167.177,TCP:41240,TCP:6802,646060000,10767700
67.58.51.246,10.244.213.2,10.244.56.177,TCP:6802,TCP:58886,645380000,10756300
67.58.51.243,10.244.213.2,10.244.43.101,TCP:6802,TCP:43548,644420000,10740300
67.58.51.234,10.244.43.101,10.244.53.157,TCP:34978,TCP:6802,643820000,10730300
67.58.51.227,10.244.73.230,10.244.137.22,TCP:6802,TCP:55500,643309000,10721800
67.58.51.236,10.244.217.218,10.244.149.211,TCP:6802,TCP:49688,643005000,10716700
67.58.51.235,10.244.129.197,10.244.156.249,TCP:44732,TCP:6802,642740000,10712300
67.58.51.232,10.244.73.230,10.244.217.218,TCP:45976,TCP:6802,642280000,10704700
67.58.51.230,10.244.107.143,10.244.43.101,TCP:57462,TCP:6802,641620000,10693700
67.58.51.226,10.244.59.48,10.244.73.230,TCP:55082,TCP:6802,641383000,10689700
67.58.51.247,10.244.194.68,10.244.217.218,TCP:47048,TCP:6802,641380000,10689700
67.58.51.248,10.244.4.218,10.244.53.157,TCP:51820,TCP:6802,640250000,10670800
67.58.51.235,10.244.129.197,10.244.73.230,TCP:48458,TCP:6802,639810000,10663500
67.58.51.246,10.244.56.177,10.244.129.197,TCP:6802,TCP:45924,638920000,10648700
67.58.51.230,10.244.107.143,10.244.1.231,TCP:60958,TCP:6802,637180000,10619700
67.58.51.236,10.244.149.211,10.244.206.175,TCP:39324,TCP:6802,636580000,10609700
67.58.51.243,10.244.213.2,10.244.4.218,TCP:6802,TCP:44214,636060000,10601000
67.58.51.243,10.244.213.2,10.244.59.48,TCP:6802,TCP:35820,635070000,10584500
67.58.51.245,10.244.213.2,10.244.1.231,TCP:6802,TCP:34374,633490000,10558200
67.58.51.236,10.244.149.211,10.244.194.68,TCP:58698,TCP:6802,632190000,10536500
67.58.51.233,10.244.167.154,10.244.158.219,TCP:38600,TCP:6800,632050000,10534200
67.58.51.232,10.244.73.230,10.244.53.157,TCP:6802,TCP:56250,632030000,10533800
67.58.51.242,10.244.53.157,10.244.43.101,TCP:6802,TCP:34978,631260000,10521000
67.58.51.231,10.244.156.249,10.244.4.218,TCP:34082,TCP:6802,630960000,10516000
67.58.51.226,10.244.53.157,10.244.59.48,TCP:6802,TCP:46084,630922000,10515400
67.58.51.236,10.244.149.211,10.244.156.249,TCP:6802,TCP:39176,630843000,10514000
67.58.51.233,10.244.167.177,10.244.73.230,TCP:52122,TCP:6802,630810000,10513500
67.58.51.242,10.244.53.157,67.58.51.232,TCP:6801,TCP:43744,630670000,10511200
67.58.51.233,10.244.167.177,10.244.213.2,TCP:6802,TCP:41240,630630000,10510500
67.58.51.235,10.244.129.197,10.244.217.218,TCP:35128,TCP:6802,630300000,10505000
67.58.51.234,10.244.43.101,10.244.129.197,TCP:6802,TCP:55430,630300000,10505000
67.58.51.240,10.244.217.218,10.244.4.218,TCP:6802,TCP:42898,630160000,10502700
67.58.51.236,10.244.149.211,67.58.51.229,TCP:6801,TCP:35046,630028000,10500500
67.58.51.230,10.244.107.143,10.244.167.177,TCP:36804,TCP:6802,630010000,10500200
67.58.51.226,10.244.59.48,10.244.159.219,TCP:6808,TCP:58088,629591000,10493200
67.58.51.239,10.244.158.219,10.244.217.218,TCP:48782,TCP:6802,629590000,10493200
67.58.51.243,10.244.213.2,10.244.156.249,TCP:6802,TCP:35162,629490000,10491500
67.58.51.235,10.244.129.197,10.244.158.219,TCP:6802,TCP:47266,629490000,10491500
67.58.51.245,10.244.1.231,10.244.149.211,TCP:45958,TCP:6802,629410000,10490200
67.58.51.235,10.244.156.249,10.244.129.197,TCP:6802,TCP:44732,629320000,10488700
67.58.51.241,10.244.206.175,10.244.159.219,TCP:54134,TCP:6802,628980000,10483000
67.58.51.230,10.244.107.143,10.244.53.157,TCP:44836,TCP:6802,628970000,10482800
67.58.51.235,10.244.129.197,10.244.213.2,TCP:6802,TCP:51278,628960000,10482700
67.58.51.232,10.244.73.230,10.244.158.219,TCP:6802,TCP:51282,628890000,10481500
67.58.51.244,10.244.113.27,10.244.213.2,TCP:37688,TCP:6802,628370000,10472800
67.58.51.233,10.244.167.177,10.244.129.197,TCP:6802,TCP:35894,628280000,10471300
67.58.51.245,10.244.1.231,10.244.156.249,TCP:55760,TCP:6802,628120000,10468700
67.58.51.240,10.244.217.218,10.244.43.101,TCP:6802,TCP:41012,628010000,10466800
67.58.51.231,10.244.156.249,10.244.206.175,TCP:6802,TCP:57422,628000000,10466700
67.58.51.239,10.244.158.219,10.244.194.68,TCP:39512,TCP:6802,627480000,10458000
67.58.51.237,10.244.179.251,10.244.206.175,TCP:6802,TCP:51314,627410000,10456800
67.58.51.243,10.244.194.68,67.58.51.243,TCP:6801,TCP:35518,627200000,10453300
67.58.51.232,10.244.129.197,67.58.51.232,TCP:6801,TCP:35800,627200000,10453300
67.58.51.244,10.244.194.68,67.58.51.244,TCP:6801,TCP:40116,627200000,10453300
67.58.51.235,10.244.217.218,67.58.51.235,TCP:6801,TCP:46502,627200000,10453300
67.58.51.239,10.244.73.230,67.58.51.239,TCP:6801,TCP:38218,627200000,10453300
67.58.51.232,10.244.167.177,67.58.51.232,TCP:6801,TCP:57694,627200000,10453300
67.58.51.240,10.244.213.2,67.58.51.240,TCP:6801,TCP:58698,627200000,10453300
67.58.51.240,10.244.149.211,67.58.51.240,TCP:6801,TCP:47240,627200000,10453300
67.58.51.230,10.244.59.48,67.58.51.230,TCP:6801,TCP:38420,627200000,10453300
67.58.51.232,10.244.179.251,67.58.51.232,TCP:6801,TCP:45430,627200000,10453300
67.58.51.242,10.244.217.218,67.58.51.242,TCP:6801,TCP:35168,627200000,10453300
67.58.51.233,10.244.107.143,67.58.51.233,TCP:6801,TCP:57854,627200000,10453300
67.58.51.241,10.244.194.68,67.58.51.241,TCP:6801,TCP:45006,627200000,10453300
67.58.51.239,10.244.194.68,67.58.51.239,TCP:6801,TCP:54282,627200000,10453300
128.111.68.131,192.154.2.253,10.244.90.75,128.111.68.131,10.244.87.30,TCP:52060,TCP:6802,rook,rook-ceph-osd-80-d786488c7-5h2g9,osd,rook,rook-ceph-osd-35-74db696bf-vxj7b,osd,627160000,10452700
67.58.51.242,10.244.53.157,10.244.156.249,TCP:6802,TCP:36318,627120000,10452000
67.58.51.235,10.244.129.197,10.244.53.157,TCP:6802,TCP:58632,627040000,10450700
67.58.51.241,10.244.206.175,10.244.194.68,TCP:53542,TCP:6802,626970000,10449500
128.114.86.12,128.114.86.12,128.114.198.38,TCP:50736,TCP:5201,626880000,10448000
67.58.51.240,10.244.1.231,67.58.51.240,TCP:6801,TCP:34058,626680000,10444700
67.58.51.235,10.244.1.231,67.58.51.235,TCP:6801,TCP:40664,626680000,10444700
67.58.51.247,10.244.1.231,67.58.51.247,TCP:6801,TCP:57444,626680000,10444700
67.58.51.227,10.244.137.22,10.244.158.219,TCP:6802,TCP:45826,626608000,10443500
67.58.51.246,10.244.56.177,10.244.113.27,TCP:6802,TCP:50616,626600000,10443300
67.58.51.240,10.244.217.218,10.244.53.157,TCP:6802,TCP:53770,626520000,10442000
67.58.51.242,10.244.53.157,10.244.194.68,TCP:6802,TCP:40080,626520000,10442000
67.58.51.242,10.244.53.157,10.244.217.218,TCP:53770,TCP:6802,626160000,10436000
67.58.51.232,10.244.73.230,10.244.179.251,TCP:6802,TCP:39940,626160000,10436000
67.58.51.236,10.244.149.211,10.244.73.230,TCP:39646,TCP:6802,626160000,10436000
67.58.51.227,10.244.1.231,10.244.137.22,TCP:37830,TCP:6802,626093000,10434900
67.58.51.243,10.244.213.2,10.244.149.211,TCP:33894,TCP:6802,626080000,10434700
67.58.51.242,10.244.53.157,10.244.1.231,TCP:6802,TCP:52486,626080000,10434700
67.58.51.246,10.244.56.177,10.244.1.231,TCP:40492,TCP:6802,626080000,10434700
67.58.51.239,10.244.158.219,10.244.167.177,TCP:51968,TCP:6802,625950000,10432500
128.111.68.131,128.114.109.72,10.244.71.130,128.111.68.131,10.244.87.44,TCP:48806,TCP:6802,rook,rook-ceph-osd-43-74479bf98-w9ptx,osd,rook,rook-ceph-osd-60-757d489885-twh8s,osd,625720000,10428700
67.58.51.245,10.244.167.177,10.244.1.231,TCP:6802,TCP:55150,625640000,10427300
67.58.51.232,10.244.73.230,10.244.206.175,TCP:6802,TCP:38468,625640000,10427300
67.58.51.245,10.244.1.231,10.244.53.157,TCP:52486,TCP:6802,625560000,10426000
67.58.51.236,10.244.149.211,10.244.213.2,TCP:6802,TCP:33894,625560000,10426000
67.58.51.240,10.244.217.218,10.244.167.177,TCP:6802,TCP:59778,625560000,10426000
67.58.51.230,10.244.107.143,10.244.73.230,TCP:48752,TCP:6802,625560000,10426000
67.58.51.244,10.244.113.27,10.244.167.177,TCP:42816,TCP:6802,625120000,10418700
67.58.51.242,10.244.53.157,10.244.206.175,TCP:6802,TCP:39036,625120000,10418700
67.58.51.234,10.244.43.101,10.244.73.230,TCP:46528,TCP:6802,625040000,10417300
67.58.51.234,10.244.43.101,10.244.137.22,TCP:34868,TCP:6802,625040000,10417300
67.58.51.227,10.244.137.22,10.244.1.231,TCP:6802,TCP:37830,624611000,10410200
67.58.51.227,10.244.107.143,67.58.51.227,TCP:6801,TCP:57628,624609000,10410200
67.58.51.229,10.244.159.219,10.244.43.101,TCP:6802,TCP:36502,624600000,10410000
67.58.51.248,10.244.4.218,67.58.51.242,TCP:6801,TCP:49088,624600000,10410000
67.58.51.237,10.244.179.251,10.244.158.219,TCP:6802,TCP:45586,624600000,10410000
67.58.51.239,10.244.158.219,10.244.179.251,TCP:45586,TCP:6802,624600000,10410000
67.58.51.230,10.244.107.143,10.244.194.68,TCP:37788,TCP:6802,624600000,10410000
67.58.51.247,10.244.194.68,10.244.159.219,TCP:6802,TCP:58560,624600000,10410000
67.58.51.244,10.244.113.27,10.244.217.218,TCP:50962,TCP:6802,624600000,10410000
67.58.51.235,10.244.129.197,67.58.51.230,TCP:6801,TCP:49436,624600000,10410000
138.23.104.118,128.114.109.72,10.244.71.150,138.23.104.118,10.244.91.213,TCP:8080,TCP:38568,rook,rook-ceph-rgw-nautiluss3-l-cbb499558-wn9sd,rgw,braingeneers,dp-train-caf34-wnr-v14-run7.1-szhighwshuff-ch-195-sz-65536jrsp7,dp-container,624305000,10405100
199.109.80.22,128.114.109.72,10.244.71.150,199.109.80.22,10.244.219.158,TCP:8080,TCP:52856,rook,rook-ceph-rgw-nautiluss3-l-cbb499558-wn9sd,rgw,braingeneers,dp-train-caf34-wnr-v14-run7.1-szhighwshuff-ch-148-sz-65536gr9dp,dp-container,624280000,10404700
199.109.80.22,164.58.250.10,10.244.6.198,199.109.80.22,10.244.219.166,TCP:8080,TCP:52810,kraken,kraken-origin-696757d685-2zmp9,main,kraken,kraken-agent-qs4zr,main,624280000,10404700
199.109.80.22,67.58.50.67,10.244.16.21,199.109.80.22,10.244.219.185,TCP:8080,TCP:40714,rook,rook-ceph-rgw-nautiluss3-b-55cf5f9f9d-qbwjw,rgw,braingeneers,dp-train-caf34-wnr-v14-run7.1-szhighwshuff-ch-76-sz-65536-2mgpm,dp-container,624280000,10404700
199.109.80.22,67.58.53.218,10.244.42.105,199.109.80.22,10.244.219.158,TCP:8080,TCP:52876,rook,rook-ceph-rgw-nautiluss3-d-7954cf7686-8gcbr,rgw,braingeneers,dp-train-caf34-wnr-v14-run7.1-szhighwshuff-ch-148-sz-65536gr9dp,dp-container,624280000,10404700
67.58.51.227,10.244.137.22,67.58.51.241,TCP:6801,TCP:49516,624097000,10401600
67.58.51.227,10.244.59.48,10.244.137.22,TCP:6808,TCP:46576,624091000,10401500
67.58.51.227,10.244.137.22,67.58.51.226,TCP:6801,TCP:42428,624091000,10401500
67.58.51.227,10.244.59.48,67.58.51.227,TCP:6801,TCP:59066,624086000,10401400
67.58.51.227,10.244.159.219,67.58.51.227,TCP:6801,TCP:44148,624086000,10401400
67.58.51.227,10.244.53.157,10.244.137.22,TCP:6802,TCP:55428,624084000,10401400
67.58.51.226,10.244.59.48,10.244.156.249,TCP:6808,TCP:59844,624083000,10401400
67.58.51.226,10.244.59.48,67.58.51.233,TCP:6801,TCP:57702,624082000,10401400
67.58.51.226,10.244.167.177,67.58.51.226,TCP:6801,TCP:56650,624082000,10401400
67.58.51.237,10.244.179.251,67.58.51.227,TCP:6801,TCP:45878,624080000,10401300
67.58.51.237,10.244.179.251,67.58.51.245,TCP:6801,TCP:44814,624080000,10401300
67.58.51.243,10.244.213.2,67.58.51.246,TCP:6801,TCP:50286,624080000,10401300
67.58.51.237,10.244.179.251,67.58.51.232,TCP:6801,TCP:45522,624080000,10401300
67.58.51.243,10.244.213.2,67.58.51.233,TCP:6801,TCP:43022,624080000,10401300
67.58.51.243,10.244.213.2,67.58.51.241,TCP:6801,TCP:47318,624080000,10401300
67.58.51.229,10.244.159.219,67.58.51.242,TCP:6801,TCP:36718,624080000,10401300
67.58.51.229,10.244.107.143,10.244.159.219,TCP:35738,TCP:6802,624080000,10401300
67.58.51.248,10.244.4.218,67.58.51.240,TCP:6801,TCP:32992,624080000,10401300
67.58.51.248,10.244.4.218,10.244.206.175,TCP:6802,TCP:33204,624080000,10401300
67.58.51.237,10.244.179.251,67.58.51.232,TCP:6801,TCP:45430,624080000,10401300
67.58.51.237,10.244.179.251,67.58.51.244,TCP:6801,TCP:45628,624080000,10401300
67.58.51.248,10.244.4.218,67.58.51.246,TCP:6801,TCP:42250,624080000,10401300
67.58.51.248,10.244.4.218,67.58.51.227,TCP:6801,TCP:43626,624080000,10401300
67.58.51.248,10.244.4.218,67.58.51.230,TCP:6801,TCP:57702,624080000,10401300
67.58.51.243,10.244.213.2,67.58.51.235,TCP:6801,TCP:57766,624080000,10401300
67.58.51.229,10.244.159.219,67.58.51.236,TCP:6801,TCP:35704,624080000,10401300
67.58.51.229,10.244.206.175,67.58.51.229,TCP:6801,TCP:58648,624080000,10401300
67.58.51.248,10.244.4.218,67.58.51.243,TCP:6801,TCP:39326,624080000,10401300
67.58.51.243,10.244.213.2,67.58.51.229,TCP:6801,TCP:55656,624080000,10401300
67.58.51.248,10.244.4.218,67.58.51.234,TCP:6801,TCP:43774,624080000,10401300
67.58.51.248,10.244.4.218,67.58.51.232,TCP:6801,TCP:47634,624080000,10401300
67.58.51.240,10.244.217.218,67.58.51.239,TCP:6801,TCP:42458,624080000,10401300
67.58.51.240,10.244.217.218,67.58.51.227,TCP:6801,TCP:43942,624080000,10401300
67.58.51.246,10.244.56.177,67.58.51.227,TCP:6801,TCP:53874,624080000,10401300
67.58.51.239,10.244.158.219,67.58.51.233,TCP:6801,TCP:59830,624080000,10401300
67.58.51.244,10.244.113.27,67.58.51.232,TCP:6801,TCP:60310,624080000,10401300
67.58.51.241,10.244.206.175,67.58.51.229,TCP:6801,TCP:58648,624080000,10401300
67.58.51.245,10.244.1.231,67.58.51.246,TCP:6801,TCP:33782,624080000,10401300
67.58.51.246,10.244.56.177,67.58.51.230,TCP:6801,TCP:46236,624080000,10401300
67.58.51.245,10.244.1.231,67.58.51.244,TCP:6801,TCP:51954,624080000,10401300
67.58.51.241,10.244.206.175,67.58.51.232,TCP:6801,TCP:42742,624080000,10401300
67.58.51.230,10.244.107.143,10.244.59.48,TCP:53532,TCP:6808,624080000,10401300
67.58.51.245,10.244.1.231,67.58.51.242,TCP:6801,TCP:51416,624080000,10401300
67.58.51.245,10.244.1.231,67.58.51.230,TCP:6801,TCP:52236,624080000,10401300
67.58.51.242,10.244.53.157,67.58.51.240,TCP:6801,TCP:34250,624080000,10401300
67.58.51.244,10.244.113.27,67.58.51.229,TCP:6801,TCP:47614,624080000,10401300
67.58.51.231,10.244.156.249,67.58.51.247,TCP:6801,TCP:38820,624080000,10401300
67.58.51.239,10.244.158.219,67.58.51.226,TCP:6801,TCP:55974,624080000,10401300
67.58.51.232,10.244.73.230,67.58.51.247,TCP:6801,TCP:49886,624080000,10401300
67.58.51.247,10.244.194.68,67.58.51.244,TCP:6801,TCP:40116,624080000,10401300
67.58.51.241,10.244.206.175,67.58.51.240,TCP:6801,TCP:45780,624080000,10401300
67.58.51.240,10.244.217.218,67.58.51.230,TCP:6801,TCP:35826,624080000,10401300
67.58.51.230,10.244.107.143,67.58.51.232,TCP:6801,TCP:40364,624080000,10401300
67.58.51.235,10.244.129.197,67.58.51.229,TCP:6801,TCP:46664,624080000,10401300
67.58.51.241,10.244.206.175,67.58.51.236,TCP:6801,TCP:45050,624080000,10401300
67.58.51.245,10.244.1.231,67.58.51.227,TCP:6801,TCP:40082,624080000,10401300
67.58.51.233,10.244.167.177,67.58.51.229,TCP:6801,TCP:43892,624080000,10401300
67.58.51.241,10.244.206.175,67.58.51.242,TCP:6801,TCP:33800,624080000,10401300
67.58.51.231,10.244.156.249,67.58.51.236,TCP:6801,TCP:39380,624080000,10401300
67.58.51.230,10.244.107.143,67.58.51.247,TCP:6801,TCP:53550,624080000,10401300
67.58.51.233,10.244.167.177,67.58.51.243,TCP:6801,TCP:44846,624080000,10401300
67.58.51.232,10.244.73.230,67.58.51.243,TCP:6801,TCP:37276,624080000,10401300
67.58.51.242,10.244.53.157,67.58.51.243,TCP:6801,TCP:38638,624080000,10401300
67.58.51.232,10.244.73.230,67.58.51.227,TCP:6801,TCP:36032,624080000,10401300
67.58.51.234,10.244.43.101,67.58.51.242,TCP:6801,TCP:54458,624080000,10401300
67.58.51.239,10.244.158.219,10.244.1.231,TCP:48952,TCP:6802,624080000,10401300
67.58.51.240,10.244.217.218,67.58.51.234,TCP:6801,TCP:37876,624080000,10401300
67.58.51.230,10.244.107.143,67.58.51.227,TCP:6801,TCP:57628,624080000,10401300
67.58.51.242,10.244.53.157,67.58.51.244,TCP:6801,TCP:52596,624080000,10401300
67.58.51.245,10.244.1.231,67.58.51.247,TCP:6801,TCP:57444,624080000,10401300
67.58.51.245,10.244.1.231,67.58.51.226,TCP:6801,TCP:42750,624080000,10401300
67.58.51.234,10.244.43.101,67.58.51.231,TCP:6801,TCP:57640,624080000,10401300
67.58.51.244,10.244.113.27,10.244.149.211,TCP:48348,TCP:6802,624080000,10401300
67.58.51.230,10.244.107.143,67.58.51.242,TCP:6801,TCP:45598,624080000,10401300
67.58.51.242,10.244.53.157,67.58.51.236,TCP:6801,TCP:35014,624080000,10401300
67.58.51.245,10.244.1.231,67.58.51.241,TCP:6801,TCP:42000,624080000,10401300
67.58.51.233,10.244.167.177,67.58.51.232,TCP:6801,TCP:57694,624080000,10401300
67.58.51.246,10.244.56.177,67.58.51.235,TCP:6801,TCP:39948,624080000,10401300
67.58.51.233,10.244.167.154,10.244.56.177,TCP:47370,TCP:6800,624080000,10401300
67.58.51.233,10.244.167.177,67.58.51.241,TCP:6801,TCP:39586,624080000,10401300
67.58.51.235,10.244.129.197,10.244.159.219,TCP:38054,TCP:6802,624080000,10401300
67.58.51.234,10.244.43.101,67.58.51.243,TCP:6801,TCP:57102,624080000,10401300
67.58.51.247,10.244.194.68,67.58.51.229,TCP:6801,TCP:43974,624080000,10401300
67.58.51.244,10.244.113.27,67.58.51.240,TCP:6801,TCP:60862,624080000,10401300
67.58.51.241,10.244.206.175,67.58.51.247,TCP:6801,TCP:48344,624080000,10401300
67.58.51.235,10.244.129.197,67.58.51.240,TCP:6801,TCP:57082,624080000,10401300
67.58.51.231,10.244.156.249,67.58.51.230,TCP:6801,TCP:53566,624080000,10401300
67.58.51.236,10.244.149.211,67.58.51.244,TCP:6801,TCP:48000,624080000,10401300
67.58.51.234,10.244.43.101,67.58.51.233,TCP:6801,TCP:37434,624080000,10401300
67.58.51.236,10.244.149.211,67.58.51.227,TCP:6801,TCP:43372,624080000,10401300
67.58.51.230,10.244.107.143,67.58.51.226,TCP:6801,TCP:47786,624080000,10401300
67.58.51.242,10.244.53.157,67.58.51.239,TCP:6801,TCP:49620,624080000,10401300
67.58.51.246,10.244.56.177,67.58.51.236,TCP:6801,TCP:33422,624080000,10401300
67.58.51.247,10.244.194.68,67.58.51.239,TCP:6801,TCP:54282,624080000,10401300
67.58.51.233,10.244.167.177,67.58.51.235,TCP:6801,TCP:34768,624080000,10401300
67.58.51.231,10.244.156.249,67.58.51.240,TCP:6801,TCP:53568,624080000,10401300
67.58.51.242,10.244.53.157,67.58.51.235,TCP:6801,TCP:49706,624080000,10401300
67.58.51.244,10.244.113.27,67.58.51.239,TCP:6801,TCP:50188,624080000,10401300
67.58.51.235,10.244.129.197,67.58.51.236,TCP:6801,TCP:59640,624080000,10401300
67.58.51.230,10.244.107.143,67.58.51.243,TCP:6801,TCP:58564,624080000,10401300
67.58.51.244,10.244.113.27,67.58.51.226,TCP:6801,TCP:36288,624080000,10401300
67.58.51.236,10.244.149.211,67.58.51.241,TCP:6801,TCP:58290,624080000,10401300
67.58.51.242,10.244.53.157,67.58.51.230,TCP:6801,TCP:52612,624080000,10401300
67.58.51.246,10.244.56.177,67.58.51.240,TCP:6801,TCP:51704,624080000,10401300
67.58.51.231,10.244.156.249,67.58.51.243,TCP:6801,TCP:57770,624080000,10401300
67.58.51.235,10.244.129.197,67.58.51.247,TCP:6801,TCP:36116,624080000,10401300
67.58.51.233,10.244.167.177,67.58.51.226,TCP:6801,TCP:56650,624080000,10401300
67.58.51.244,10.244.113.27,67.58.51.227,TCP:6801,TCP:49632,624080000,10401300
67.58.51.231,10.244.156.249,10.244.159.219,TCP:6802,TCP:59054,624080000,10401300
67.58.51.241,10.244.206.175,67.58.51.246,TCP:6801,TCP:50764,624080000,10401300
67.58.51.232,10.244.73.230,67.58.51.242,TCP:6801,TCP:42890,624080000,10401300
67.58.51.235,10.244.129.197,67.58.51.234,TCP:6801,TCP:43870,624080000,10401300
67.58.51.242,10.244.53.157,67.58.51.241,TCP:6801,TCP:39490,624080000,10401300
67.58.51.236,10.244.149.211,67.58.51.232,TCP:6801,TCP:59660,624080000,10401300
67.58.51.240,10.244.217.218,67.58.51.233,TCP:6801,TCP:33158,624080000,10401300
67.58.51.233,10.244.167.177,67.58.51.246,TCP:6801,TCP:57898,624080000,10401300
