agent,ipsource,ipdestination,tcpsourceport,tcpdestinationport,bytes,rate(bytes)
67.58.51.247,10.244.73.230,10.244.194.68,TCP:6802,TCP:51238,1147800000,19130000
67.58.51.231,10.244.156.249,10.244.149.211,TCP:39176,TCP:6802,1144330000,19072200
67.58.51.232,10.244.73.230,67.58.51.241,TCP:6801,TCP:59810,1141480000,19024700
67.58.51.237,10.244.129.197,10.244.179.251,TCP:6802,TCP:51252,1124570000,18742800
67.58.51.246,10.244.56.177,10.244.73.230,TCP:34074,TCP:6802,1120290000,18671500
199.109.80.6,199.109.80.22,10.244.219.166,67.58.53.160,10.244.152.75,TCP:8081,TCP:63729,kraken,kraken-agent-qs4zr,main,_,_,_,1103460000,18391000
67.58.51.247,10.244.113.27,10.244.194.68,TCP:41992,TCP:6802,1087080000,18118000
199.109.80.16,199.109.80.16,10.244.210.221,169.228.132.14,10.244.155.223,TCP:8080,TCP:56568,kraken,kraken-origin-696757d685-b9zkm,main,kraken,kraken-agent-4svc8,main,1081480000,18024700
169.228.132.14,169.228.132.14,10.244.155.223,67.58.53.160,10.244.152.75,TCP:8081,TCP:43543,kraken,kraken-agent-4svc8,main,_,_,_,1077600000,17960000
130.191.49.222,192.154.2.253,10.244.90.95,130.191.49.222,10.244.18.27,TCP:41212,TCP:6802,rook,rook-ceph-osd-82-78965c5475-mkwj5,osd,rook,rook-ceph-osd-29-6f799b768d-4x5zk,osd,1076760000,17946000
67.58.51.61,67.58.50.67,10.244.16.37,67.58.51.61,10.244.211.0,TCP:6801,TCP:54476,rook,rook-ceph-osd-133-75d8c88b8b-l4fxt,osd,_,_,_,1076510000,17941800
67.58.51.61,171.66.4.10,10.244.88.35,67.58.51.61,10.244.211.0,TCP:6801,TCP:38372,rook,rook-ceph-osd-176-7df759dfff-qdk85,osd,_,_,_,1076460000,17941000
67.58.51.245,10.244.107.143,67.58.51.245,TCP:6801,TCP:41258,1075200000,17920000
67.58.51.247,10.244.206.175,67.58.51.247,TCP:6801,TCP:48344,1075200000,17920000
67.58.51.232,10.244.53.157,67.58.51.232,TCP:6801,TCP:43744,1075200000,17920000
67.58.51.246,10.244.113.27,10.244.56.177,TCP:50616,TCP:6802,1075120000,17918700
67.58.51.247,10.244.129.197,67.58.51.247,TCP:6801,TCP:36116,1074680000,17911300
138.23.104.66,192.154.2.253,10.244.90.99,138.23.104.66,10.244.15.41,TCP:45744,TCP:6808,rook,rook-ceph-osd-71-685577bcb5-6b56b,osd,rook,rook-ceph-osd-187-ccb5cc8bc-b5g6g,osd,1071840000,17864000
138.23.104.66,67.58.50.67,10.244.16.40,138.23.104.66,10.244.15.46,TCP:36576,TCP:6802,rook,rook-ceph-osd-119-86749779d4-dcl9f,osd,rook,rook-ceph-osd-194-6bc9b78765-hlhxf,osd,1071840000,17864000
67.58.51.40,130.156.13.0,10.244.84.144,67.58.51.40,10.244.80.243,TCP:33282,TCP:8080,kraken,kraken-agent-fnbmx,main,kraken,kraken-agent-gfbkf,main,1071840000,17864000
67.58.51.240,10.244.217.218,67.58.51.245,TCP:6801,TCP:51404,1070520000,17842000
67.58.51.227,10.244.194.68,67.58.51.227,TCP:6801,TCP:48494,1070030000,17833800
67.58.51.229,10.244.59.48,10.244.159.219,TCP:6808,TCP:58088,1070000000,17833300
199.109.80.6,198.17.101.70,10.244.12.24,199.109.80.22,10.244.219.166,TCP:8080,TCP:35566,kraken,kraken-origin-696757d685-hjxt6,main,kraken,kraken-agent-qs4zr,main,1066990000,17783200
67.58.51.241,10.244.206.175,67.58.51.234,TCP:6801,TCP:44140,1045680000,17428000
67.58.51.233,10.244.167.177,67.58.51.242,TCP:6801,TCP:46262,1045680000,17428000
67.58.51.240,10.244.217.218,10.244.1.231,TCP:6802,TCP:48334,1042670000,17377800
67.58.51.231,10.244.156.249,10.244.213.2,TCP:35162,TCP:6802,1027530000,17125500
67.58.51.247,10.244.129.197,10.244.194.68,TCP:6802,TCP:55292,1026040000,17100700
67.58.51.230,10.244.107.143,10.244.129.197,TCP:35552,TCP:6802,1022930000,17048800
171.66.4.11,128.114.109.70,10.244.10.57,171.66.4.11,10.244.90.138,TCP:6802,TCP:54080,rook,rook-ceph-osd-21-9dc6c8746-pz65z,osd,rook,rook-ceph-osd-162-5c7578d4fd-vckz2,osd,1016320000,16938700
67.58.51.236,10.244.179.251,10.244.149.211,TCP:37276,TCP:6802,1012120000,16868700
67.58.51.242,10.244.213.2,10.244.53.157,TCP:42678,TCP:6802,1003190000,16719800
199.109.80.16,199.109.80.16,10.244.210.221,164.58.250.10,10.244.6.198,TCP:59088,TCP:80,kraken,kraken-origin-696757d685-b9zkm,main,kraken,kraken-origin-696757d685-2zmp9,main,1000320000,16672000
67.58.51.241,10.244.206.175,10.244.53.157,TCP:39036,TCP:6802,996830000,16613800
67.58.51.233,10.244.107.143,10.244.167.177,TCP:36804,TCP:6802,994220000,16570300
67.58.51.232,10.244.217.218,67.58.51.232,TCP:6801,TCP:56008,992190000,16536500
67.58.51.236,10.244.107.143,10.244.149.211,TCP:44398,TCP:6802,991550000,16525800
67.58.51.232,10.244.213.2,10.244.73.230,TCP:34172,TCP:6802,989130000,16485500
199.109.80.22,199.109.80.22,10.244.219.166,67.58.53.160,10.244.152.75,TCP:8081,TCP:63729,kraken,kraken-agent-qs4zr,main,_,_,_,987800000,16463300
192.5.19.135,128.114.109.72,192.5.19.135,TCP:443,TCP:37270,986160000,16436000
67.58.51.246,10.244.167.177,67.58.51.246,TCP:6801,TCP:57898,985600000,16426700
67.58.51.242,10.244.43.101,67.58.51.242,TCP:6801,TCP:54458,985600000,16426700
67.58.51.230,10.244.1.231,67.58.51.230,TCP:6801,TCP:52236,985600000,16426700
67.58.51.230,10.244.149.211,67.58.51.230,TCP:6801,TCP:37538,985600000,16426700
67.58.51.245,10.244.56.177,67.58.51.245,TCP:6801,TCP:48692,985600000,16426700
67.58.51.234,10.244.156.249,10.244.43.101,TCP:6802,TCP:55024,985440000,16424000
67.58.51.245,10.244.159.219,67.58.51.245,TCP:6801,TCP:48852,985080000,16418000
67.58.51.230,10.244.167.177,67.58.51.230,TCP:6801,TCP:39360,983690000,16394800
67.58.51.227,10.244.167.177,67.58.51.227,TCP:6801,TCP:59652,981983000,16366400
67.58.51.230,10.244.107.143,67.58.51.245,TCP:6801,TCP:41258,981960000,16366000
67.58.51.242,10.244.53.157,10.244.158.219,TCP:6802,TCP:51132,954980000,15916300
67.58.51.226,10.244.59.48,67.58.51.230,TCP:6801,TCP:38420,954674000,15911200
67.58.51.243,10.244.213.2,67.58.51.240,TCP:6801,TCP:58698,954670000,15911200
67.58.51.243,10.244.213.2,67.58.51.234,TCP:6801,TCP:43148,954670000,15911200
67.58.51.234,10.244.179.251,10.244.43.101,TCP:51476,TCP:6802,954440000,15907300
67.58.51.237,10.244.179.251,10.244.149.211,TCP:37276,TCP:6802,947870000,15797800
67.58.51.237,10.244.179.251,10.244.167.177,TCP:40912,TCP:6802,947840000,15797300
67.58.51.241,10.244.167.177,10.244.206.175,TCP:6802,TCP:40090,918890000,15314800
67.58.51.239,10.244.53.157,10.244.158.219,TCP:6802,TCP:51132,914110000,15235200
198.17.101.70,198.17.101.70,10.244.12.45,130.191.103.1,10.244.14.42,TCP:5000,TCP:36636,gitlab,gitlab-67db8df6b9-m7xhd,gitlab,haproxy,haproxy-ingress-z28w5,haproxy-ingress,910148000,15169100
198.17.101.70,198.17.101.70,10.244.12.58,68.181.11.162,10.244.182.252,TCP:6808,TCP:58186,rook,rook-ceph-osd-3-8b884b896-hkb5n,osd,rook,rook-ceph-osd-145-7b576756fc-sdgbw,osd,909906000,15165100
198.17.101.46,198.17.101.46,10.244.1.28,130.191.49.222,10.244.18.34,TCP:42020,TCP:6802,rook,rook-ceph-osd-122-6976b49fcd-zj7wl,osd,rook,rook-ceph-osd-51-54bf6786df-grcnn,osd,901728000,15028800
198.17.101.46,198.17.101.46,10.244.1.42,199.109.80.23,10.244.231.36,TCP:8080,TCP:37500,rook,rook-ceph-rgw-nautiluss3-e-f7cb7cb4d-mnvjp,rgw,braingeneers,dp-train-caf34-wnr-v14-run7.1-szhighwshuff-ch-14-sz-65536-ffk47,dp-container,901581000,15026300
198.17.101.66,198.17.101.66,198.129.208.230,TCP:8000,TCP:37796,901402000,15023400
130.191.103.1,198.17.101.66,130.191.103.1,TCP:47320,TCP:5201,900000000,15000000
130.191.103.1,198.17.101.66,130.191.103.1,TCP:47322,TCP:5201,900000000,15000000
67.58.51.243,10.244.43.101,10.244.213.2,TCP:43548,TCP:6802,898960000,14982700
67.58.51.244,10.244.1.231,10.244.113.27,TCP:43008,TCP:6802,898680000,14978000
67.58.53.218,67.58.53.218,10.244.42.115,128.114.109.70,10.244.10.30,TCP:52438,TCP:6802,rook,rook-ceph-osd-203-55476dcf84-2fgx5,osd,rook,rook-ceph-osd-4-689c4cb6cf-lljbg,osd,898133000,14968900
192.154.2.253,192.154.2.253,10.244.90.97,67.58.50.67,10.244.16.54,TCP:6802,TCP:42584,rook,rook-ceph-osd-94-9bd67cd64-lgm7g,osd,rook,rook-ceph-osd-121-5c8b44c67-ndmd5,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.80,67.58.50.67,10.244.16.55,TCP:6802,TCP:60592,rook,rook-ceph-osd-78-6984dbcb6-vdfkn,osd,rook,rook-ceph-osd-132-55fd99f7f-5nz7x,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.86,67.58.53.218,10.244.42.116,TCP:6808,TCP:34890,rook,rook-ceph-osd-77-5c6b457f7f-xbnn8,osd,rook,rook-ceph-osd-207-77f8c59db4-dk75g,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.89,198.17.101.46,10.244.1.35,TCP:6802,TCP:34192,rook,rook-ceph-osd-74-df984d978-9wcs2,osd,rook,rook-ceph-osd-127-5f7d8f5d9f-vrbfv,osd,898000000,14966700
198.32.43.89,198.32.43.89,10.244.216.77,163.253.71.2,10.244.84.15,TCP:50946,TCP:5201,perfsonar,testpoint-qcg58,testpoint,perfsonar,testpoint-cb59k,testpoint,898000000,14966700
198.32.43.89,198.32.43.89,10.244.216.77,163.253.71.2,10.244.84.15,TCP:50956,TCP:5201,perfsonar,testpoint-qcg58,testpoint,perfsonar,testpoint-cb59k,testpoint,898000000,14966700
198.32.43.89,198.32.43.89,10.244.216.77,163.253.71.2,10.244.84.15,TCP:50944,TCP:5201,perfsonar,testpoint-qcg58,testpoint,perfsonar,testpoint-cb59k,testpoint,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.96,128.114.109.70,10.244.10.33,TCP:56478,TCP:6808,rook,rook-ceph-osd-84-7d6d64f979-zz254,osd,rook,rook-ceph-osd-8-fdc94bd89-2nw8b,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.75,128.114.109.72,10.244.71.190,TCP:39544,TCP:6808,rook,rook-ceph-osd-80-d786488c7-5h2g9,osd,rook,rook-ceph-osd-47-65454b5658-5hvfd,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.112,171.66.4.10,10.244.88.58,TCP:60206,TCP:6802,rook,rook-ceph-osd-73-78b9fb5fcf-22rcf,osd,rook,rook-ceph-osd-175-85dc474b86-j97mg,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.95,68.181.11.162,10.244.182.201,TCP:35736,TCP:6802,rook,rook-ceph-osd-82-78965c5475-mkwj5,osd,rook,rook-ceph-osd-147-56f946db45-kj5ht,osd,898000000,14966700
128.114.109.76,128.114.109.76,10.244.11.19,199.109.80.20,10.244.7.218,TCP:8080,TCP:46456,rook,rook-ceph-rgw-nautiluss3-i-587579b8c6-2r56t,rgw,braingeneers,dp-train-caf34-wnr-v14-run7.1-szhighwshuff-ch-9-sz-65536-mx6mh,dp-container,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.66,138.23.104.66,10.244.15.54,TCP:49966,TCP:6808,rook,rook-ceph-osd-93-7d84d6f85c-jgbgh,osd,rook,rook-ceph-osd-189-b558c6f5f-7sr7n,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.101,67.58.51.61,10.244.211.0,TCP:6801,TCP:49072,rook,rook-ceph-osd-79-6f8f57cb89-blg7x,osd,_,_,_,898000000,14966700
67.58.53.142,67.58.53.142,10.244.111.170,169.228.132.18,10.244.39.15,TCP:9200,TCP:5059,igrok-elastic,elasticsearch-es-igrok-3,elasticsearch,_,_,_,898000000,14966700
128.114.109.72,128.114.109.72,10.244.71.129,128.111.68.131,10.244.87.53,TCP:40180,TCP:6802,rook,rook-ceph-osd-30-6d5986d9b8-9wpvj,osd,rook,rook-ceph-osd-36-c7d586554-lb2c5,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.82,128.114.109.67,10.244.106.35,TCP:6802,TCP:42998,rook,rook-ceph-osd-81-66d5974cfd-2gjvt,osd,rook,rook-ceph-osd-12-76cfff7fb6-jv6lh,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.86,128.114.109.70,10.244.10.30,TCP:48820,TCP:6802,rook,rook-ceph-osd-77-5c6b457f7f-xbnn8,osd,rook,rook-ceph-osd-4-689c4cb6cf-lljbg,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.97,171.66.4.10,10.244.88.16,TCP:53982,TCP:6808,rook,rook-ceph-osd-94-9bd67cd64-lgm7g,osd,rook,rook-ceph-osd-174-68cc86bf75-9klmr,osd,898000000,14966700
198.32.43.89,198.32.43.89,10.244.216.77,163.253.71.2,10.244.84.15,TCP:50940,TCP:5201,perfsonar,testpoint-qcg58,testpoint,perfsonar,testpoint-cb59k,testpoint,898000000,14966700
10.244.84.1,198.32.43.89,10.244.216.77,163.253.71.2,10.244.84.15,TCP:50946,TCP:5201,perfsonar,testpoint-qcg58,testpoint,perfsonar,testpoint-cb59k,testpoint,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.112,67.58.53.218,10.244.42.107,TCP:48592,TCP:6808,rook,rook-ceph-osd-73-78b9fb5fcf-22rcf,osd,rook,rook-ceph-osd-184-58dd957888-gbmlm,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.120,171.66.4.11,10.244.90.158,TCP:57722,TCP:6802,rook,rook-ceph-osd-83-7494b879bd-bwxxm,osd,rook,rook-ceph-osd-164-6c6d786bf6-gx49x,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.86,128.114.109.72,10.244.71.128,TCP:59114,TCP:6808,rook,rook-ceph-osd-77-5c6b457f7f-xbnn8,osd,rook,rook-ceph-osd-14-5cc67cd9d-f4sgc,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.65,198.17.101.70,10.244.12.58,TCP:53150,TCP:6808,rook,rook-ceph-osd-72-5d66bc776-xnthh,osd,rook,rook-ceph-osd-3-8b884b896-hkb5n,osd,898000000,14966700
128.114.109.72,128.114.109.72,10.244.71.129,171.66.4.11,10.244.90.158,TCP:6808,TCP:44066,rook,rook-ceph-osd-30-6d5986d9b8-9wpvj,osd,rook,rook-ceph-osd-164-6c6d786bf6-gx49x,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.120,68.181.11.162,10.244.182.232,TCP:46112,TCP:6802,rook,rook-ceph-osd-83-7494b879bd-bwxxm,osd,rook,rook-ceph-osd-146-6b5c8648bd-zwljr,osd,898000000,14966700
128.114.109.76,128.114.109.76,10.244.11.19,199.109.80.21,10.244.145.199,TCP:8080,TCP:49626,rook,rook-ceph-rgw-nautiluss3-i-587579b8c6-2r56t,rgw,braingeneers,dp-train-caf34-wnr-v14-run7.1-szhighwshuff-ch-90-sz-65536-j7kj4,dp-container,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.89,67.58.53.218,10.244.42.106,TCP:6802,TCP:50242,rook,rook-ceph-osd-74-df984d978-9wcs2,osd,rook,rook-ceph-osd-202-b87446dff-6slxx,osd,898000000,14966700
128.114.109.72,128.114.109.72,10.244.71.175,171.66.4.11,10.244.90.140,TCP:59610,TCP:6802,rook,rook-ceph-osd-31-bb64789d5-4dw6v,osd,rook,rook-ceph-osd-159-68ffd769cd-8v2qb,osd,898000000,14966700
198.32.43.89,198.32.43.89,10.244.216.77,163.253.71.2,10.244.84.15,TCP:50954,TCP:5201,perfsonar,testpoint-qcg58,testpoint,perfsonar,testpoint-cb59k,testpoint,898000000,14966700
128.114.109.72,128.114.109.72,10.244.71.130,171.66.4.10,10.244.88.12,TCP:60686,TCP:6802,rook,rook-ceph-osd-43-74479bf98-w9ptx,osd,rook,rook-ceph-osd-180-66c566c888-j5qsq,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.99,198.17.101.70,10.244.12.0,TCP:43104,TCP:6802,rook,rook-ceph-osd-71-685577bcb5-6b56b,osd,rook,rook-ceph-osd-13-97744f7cc-zgmnz,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.75,68.181.11.162,10.244.182.230,TCP:59906,TCP:6802,rook,rook-ceph-osd-80-d786488c7-5h2g9,osd,rook,rook-ceph-osd-118-5c855b954f-hpxx2,osd,898000000,14966700
128.114.109.72,128.114.109.72,10.244.71.138,128.111.68.131,10.244.87.22,TCP:33682,TCP:6802,rook,rook-ceph-osd-33-7bcbf7cbf5-6qcpf,osd,rook,rook-ceph-osd-63-5cdd9b997b-sz9rh,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.89,128.114.109.72,10.244.71.129,TCP:6802,TCP:56746,rook,rook-ceph-osd-74-df984d978-9wcs2,osd,rook,rook-ceph-osd-30-6d5986d9b8-9wpvj,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.89,138.23.104.66,10.244.15.12,TCP:6802,TCP:39780,rook,rook-ceph-osd-74-df984d978-9wcs2,osd,rook,rook-ceph-osd-195-6559b6fcf6-gnqb8,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.106,67.58.50.67,10.244.16.59,TCP:6808,TCP:60290,rook,rook-ceph-osd-76-7d7c8cbcd8-lzh66,osd,rook,rook-ceph-osd-96-67f8644c44-tbpgz,osd,898000000,14966700
130.191.103.1,198.17.101.70,10.244.12.45,130.191.103.1,10.244.14.42,TCP:5000,TCP:38542,gitlab,gitlab-67db8df6b9-m7xhd,gitlab,haproxy,haproxy-ingress-z28w5,haproxy-ingress,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.106,67.58.50.67,10.244.16.39,TCP:47578,TCP:6808,rook,rook-ceph-osd-76-7d7c8cbcd8-lzh66,osd,rook,rook-ceph-osd-120-6d6c6f5d98-5dhsx,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.89,128.114.109.72,10.244.71.138,TCP:6802,TCP:39288,rook,rook-ceph-osd-74-df984d978-9wcs2,osd,rook,rook-ceph-osd-33-7bcbf7cbf5-6qcpf,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.97,198.17.101.70,10.244.12.30,TCP:55440,TCP:6808,rook,rook-ceph-osd-94-9bd67cd64-lgm7g,osd,rook,rook-ceph-osd-20-649757c79f-tt8nz,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.86,138.23.104.66,10.244.15.58,TCP:37850,TCP:6802,rook,rook-ceph-osd-77-5c6b457f7f-xbnn8,osd,rook,rook-ceph-osd-201-869c946664-wd54h,osd,898000000,14966700
198.32.43.89,198.32.43.89,10.244.216.77,163.253.71.2,10.244.84.15,TCP:50952,TCP:5201,perfsonar,testpoint-qcg58,testpoint,perfsonar,testpoint-cb59k,testpoint,898000000,14966700
128.114.109.72,128.114.109.72,10.244.71.175,68.181.11.162,10.244.182.206,TCP:6802,TCP:46910,rook,rook-ceph-osd-31-bb64789d5-4dw6v,osd,rook,rook-ceph-osd-111-575c498b5d-5fpwx,osd,898000000,14966700
192.154.2.253,192.154.2.253,10.244.90.75,198.17.101.46,10.244.1.19,TCP:59112,TCP:6808,rook,rook-ceph-osd-80-d786488c7-5h2g9,osd,rook,rook-ceph-osd-123-57d4f858f-sd886,osd,898000000,14966700
67.58.51.230,10.244.194.68,67.58.51.230,TCP:6801,TCP:40472,896000000,14933300
67.58.51.232,10.244.113.27,67.58.51.232,TCP:6801,TCP:60310,896000000,14933300
67.58.51.242,10.244.107.143,10.244.53.157,TCP:44836,TCP:6802,896000000,14933300
67.58.51.242,10.244.149.211,10.244.53.157,TCP:6802,TCP:51486,896000000,14933300
67.58.51.245,10.244.4.218,67.58.51.245,TCP:6801,TCP:59912,896000000,14933300
67.58.51.239,10.244.213.2,67.58.51.239,TCP:6801,TCP:54724,896000000,14933300
67.58.51.232,10.244.194.68,67.58.51.232,TCP:6801,TCP:51468,896000000,14933300
67.58.51.232,10.244.206.175,67.58.51.232,TCP:6801,TCP:42742,896000000,14933300
67.58.51.230,10.244.73.230,67.58.51.230,TCP:6801,TCP:46730,895480000,14924700
67.58.51.235,10.244.56.177,10.244.129.197,TCP:6802,TCP:45924,895480000,14924700
67.58.51.233,10.244.194.68,67.58.51.233,TCP:6801,TCP:47422,895480000,14924700
67.58.51.233,10.244.56.177,67.58.51.233,TCP:6801,TCP:53854,895480000,14924700
67.58.51.230,10.244.206.175,67.58.51.230,TCP:6801,TCP:34448,894960000,14916000
67.58.51.232,10.244.149.211,67.58.51.232,TCP:6801,TCP:43436,894960000,14916000
67.58.51.234,10.244.43.101,67.58.51.232,TCP:6801,TCP:38298,894710000,14911800
67.58.51.233,10.244.167.177,67.58.51.245,TCP:6801,TCP:43218,892360000,14872700
67.58.51.229,10.244.213.2,10.244.159.219,TCP:6802,TCP:38858,891840000,14864000
67.58.51.245,10.244.1.231,10.244.206.175,TCP:6802,TCP:45662,889640000,14827300
192.154.2.253,192.154.2.253,10.244.90.80,68.181.11.162,10.244.182.230,TCP:6802,TCP:58782,rook,rook-ceph-osd-78-6984dbcb6-vdfkn,osd,rook,rook-ceph-osd-118-5c855b954f-hpxx2,osd,887500000,14791700
67.58.51.237,10.244.179.251,10.244.113.27,TCP:42870,TCP:6802,885440000,14757300
67.58.51.231,10.244.156.249,67.58.51.229,TCP:6801,TCP:34068,881390000,14689800
67.58.51.232,10.244.53.157,10.244.73.230,TCP:56250,TCP:6802,865130000,14418800
67.58.51.235,10.244.129.197,10.244.167.177,TCP:35894,TCP:6802,863230000,14387200
67.58.51.231,10.244.217.218,10.244.156.249,TCP:6802,TCP:40106,848550000,14142500
67.58.51.242,10.244.56.177,10.244.53.157,TCP:39104,TCP:6802,827220000,13787000
67.58.51.230,10.244.107.143,10.244.56.177,TCP:54852,TCP:6802,825680000,13761300
67.58.51.245,10.244.73.230,10.244.1.231,TCP:6802,TCP:54178,824910000,13748500
67.58.51.242,10.244.53.157,10.244.73.230,TCP:56250,TCP:6802,823620000,13727000
67.58.51.247,10.244.158.219,10.244.194.68,TCP:39512,TCP:6802,818380000,13639700
67.58.51.240,10.244.179.251,10.244.217.218,TCP:53524,TCP:6802,817350000,13622500
67.58.51.247,10.244.53.157,10.244.194.68,TCP:6802,TCP:40080,816870000,13614500
67.58.51.231,10.244.113.27,10.244.156.249,TCP:51122,TCP:6802,812330000,13538800
199.109.80.6,168.123.136.165,199.109.80.17,TCP:50384,TCP:5201,811008000,13516800
67.58.51.239,10.244.206.175,10.244.158.219,TCP:6802,TCP:35298,810840000,13514000
67.58.51.241,10.244.129.197,10.244.206.175,TCP:6802,TCP:53284,810710000,13511800
67.58.51.232,10.244.159.219,10.244.73.230,TCP:34976,TCP:6802,810610000,13510200
67.58.51.226,10.244.73.230,10.244.59.48,TCP:6802,TCP:55082,809753000,13495900
67.58.51.243,10.244.149.211,10.244.213.2,TCP:6802,TCP:33894,808170000,13469500
67.58.51.239,10.244.107.143,10.244.158.219,TCP:6802,TCP:38888,807960000,13466000
67.58.51.244,10.244.158.219,10.244.113.27,TCP:43012,TCP:6802,806920000,13448700
67.58.51.239,10.244.1.231,67.58.51.239,TCP:6801,TCP:46888,806400000,13440000
67.58.51.239,10.244.53.157,67.58.51.239,TCP:6801,TCP:49620,806400000,13440000
67.58.51.233,10.244.73.230,67.58.51.233,TCP:6801,TCP:37106,806400000,13440000
67.58.51.246,10.244.107.143,67.58.51.246,TCP:6801,TCP:56468,805880000,13431300
67.58.51.230,10.244.179.251,67.58.51.230,TCP:6801,TCP:42492,805880000,13431300
67.58.51.230,10.244.53.157,67.58.51.230,TCP:6801,TCP:52612,805880000,13431300
67.58.51.239,10.244.179.251,67.58.51.239,TCP:6801,TCP:47010,805880000,13431300
67.58.51.243,10.244.213.2,10.244.159.219,TCP:6802,TCP:38858,805050000,13417500
67.58.51.246,10.244.129.197,10.244.56.177,TCP:45924,TCP:6802,804840000,13414000
67.58.51.242,10.244.1.231,67.58.51.242,TCP:6801,TCP:51416,804840000,13414000
67.58.51.232,10.244.206.175,10.244.73.230,TCP:38468,TCP:6802,804320000,13405300
67.58.51.226,10.244.56.177,67.58.51.226,TCP:6801,TCP:34770,803282000,13388000
67.58.51.242,10.244.158.219,67.58.51.242,TCP:6801,TCP:59710,795430000,13257200
67.58.51.247,10.244.56.177,10.244.194.68,TCP:6802,TCP:41278,793350000,13222500
67.58.51.242,10.244.53.157,10.244.129.197,TCP:58632,TCP:6802,787070000,13117800
67.58.51.247,10.244.194.68,10.244.213.2,TCP:46564,TCP:6802,781990000,13033200
67.58.51.236,10.244.149.211,10.244.179.251,TCP:6802,TCP:37276,781130000,13018800
67.58.51.239,10.244.167.177,67.58.51.239,TCP:6801,TCP:45284,779630000,12993800
67.58.51.237,10.244.179.251,10.244.107.143,TCP:55910,TCP:6802,776830000,12947200
199.109.80.6,168.123.136.165,199.109.80.17,TCP:50378,TCP:5201,774144000,12902400
67.58.51.247,10.244.179.251,10.244.194.68,TCP:59486,TCP:6802,762190000,12703200
67.58.51.227,10.244.137.22,67.58.51.230,TCP:6801,TCP:40500,754937000,12582300
67.58.51.245,10.244.1.231,10.244.129.197,TCP:41324,TCP:6802,753850000,12564200
67.58.51.53,67.58.51.236,10.244.149.211,67.58.51.53,10.244.5.72,TCP:6801,TCP:56506,rook-haosu,rook-ceph-osd-18-5dcd9465df-h2lkz,osd,_,_,_,740301000,12338400
67.58.51.234,10.244.167.177,10.244.43.101,TCP:6802,TCP:41400,736480000,12274700
67.58.51.236,10.244.194.68,10.244.149.211,TCP:6802,TCP:58698,733770000,12229500
67.58.51.235,10.244.206.175,10.244.129.197,TCP:53284,TCP:6802,727820000,12130300
199.109.80.6,199.109.80.16,10.244.210.221,67.58.51.40,10.244.80.243,TCP:8080,TCP:42086,kraken,kraken-origin-696757d685-b9zkm,main,kraken,kraken-agent-gfbkf,main,727089000,12118200
67.58.51.236,10.244.149.211,10.244.167.177,TCP:6802,TCP:53170,725470000,12091200
67.58.51.246,10.244.217.218,10.244.56.177,TCP:6802,TCP:52934,724670000,12077800
130.191.49.222,130.191.49.222,10.244.18.54,67.58.50.67,10.244.16.14,TCP:46000,TCP:6802,rook,rook-ceph-osd-50-75f96b4cc6-vwwqm,osd,rook,rook-ceph-osd-99-8497b6d69f-x7nqb,osd,722333000,12038900
67.58.51.241,10.244.1.231,10.244.206.175,TCP:6802,TCP:45662,721090000,12018200
67.58.51.242,10.244.156.249,10.244.53.157,TCP:36318,TCP:6802,720360000,12006000
67.58.50.67,67.58.50.67,10.244.16.51,128.114.109.74,10.244.107.25,TCP:6802,TCP:38776,rook,rook-ceph-osd-101-fc95488bf-6mx2b,osd,rook,rook-ceph-osd-108-565446cc56-lskcj,osd,720054000,12000900
130.191.49.222,128.114.109.70,10.244.10.20,130.191.49.222,10.244.18.60,TCP:41704,TCP:6808,rook,rook-ceph-osd-22-65b9849987-62gq9,osd,rook,rook-ceph-osd-27-5b98ddc464-7d4qw,osd,719659000,11994300
